id,permit_no,permit_date,permit_type,description,status,address,page_number,captured_at
3974,B251655,12/30/2025,"Building New Construction, Additions, Alterations or Sign","KITCHEN REMODEL; REMOVE EXISTING TWO SIDED FIREPLACE WITH NEW ONE SIDED FIREPLACE; CREATE NEW BATHROOM IN LAUNDRY AREA; CREATE NEW STORAGE AND LAUNDRY ROOM.",Issued,"2407 LOMOND LN, WALCR CA 94598",332,2026-07-18T08:40:32.909157
3965,B251659,12/31/2025,"Building New Construction, Additions, Alterations or Sign","Addition of an existing alcove portion of an existing den. Project encloses a portion of an exterior balcony. 2022 code cycle",Issued,"1801 SKYCREST DR, 3, WALCR CA 94595",331,2026-07-18T08:40:30.508314
3958,B251658,12/31/2025,"Building New Construction, Additions, Alterations or Sign","Replace an existing ground floor deck, add a roof cover over approximately half the deck, modify the living room exterior end wall with a new sliding glass door and two new windows. Several other windows are being replaced around the house. The living room vaulted ceiling is being extended, the kitchen is being remodeled, and two bathrooms are being remodeled.",Void,"3467 CITRUS AV AVE, WALCR CA 94598",330,2026-07-18T08:40:29.078461
3956,B260001,01/02/2026,"Building New Construction, Additions, Alterations or Sign","Add 2 bathrooms in existing house, 1 on each floor. No additional square footage added.",Issued,"60 SUMMIT CR CIR, WALCR CA 94598",330,2026-07-18T08:40:29.078461
3955,B260003,01/02/2026,"Building New Construction, Additions, Alterations or Sign","HOUSE REMODEL & BALCONY: Construct partial balcony enclosure, Install new windows around the new enclosed balcony, Replace existing balcony sliding door with new, same size",Issued,"1349 RUNNING SPRINGS RD, 4, WALCR CA 94595",330,2026-07-18T08:40:29.078461
3946,B260002,01/02/2026,"Building New Construction, Additions, Alterations or Sign","Bathroom remodel to include demolition of existing shower enclosure, installation of new shower pan and wall tile; new shower doors, new plumbing fixtures (existing locations), new freestanding vanity and faucet. No new electrical.",Finaled,"673 TERRA CALIFORNIA DR, 1, WALCR CA 94595",329,2026-07-18T08:40:27.439360
3933,B260015,01/05/2026,"Building New Construction, Additions, Alterations or Sign","-To convert existing partial balcony to a living area. -To enclose existing/partial balcony w/ wall and window -To remodel existing bathroom -To relocate existing Laundry -To Install a new electric wall mounted fireplace w/dedicated electrical -To install additional ceiling lights, switches and outlets -To relocate existing sub-panel - turning around so not in closet in bedroom",Issued,"1548 GOLDEN RAIN RD, 14, WALCR CA 94595",328,2026-07-18T08:40:25.440111
3932,B260016,01/05/2026,"Building New Construction, Additions, Alterations or Sign","Voluntary earthquake life-safety retrofit of existing single-family residence. Work to be performed per California Residential Code prescriptive seismic provisions. Scope includes foundation sill-plate anchorage to existing concrete foundation using approved universal foundation plates and framing anchors (e.g., Simpson Strong-Tie L-series or equivalent), installed per manufacturer specifications. Structure bears directly on concrete foundation; no cripple walls present. No change to use, occupancy, building footprint, or floor area.","In Review","432 CANDLEBERRY RD, WALCR CA 94598",328,2026-07-18T08:40:25.440111
3931,B260014,01/05/2026,"Building New Construction, Additions, Alterations or Sign","Hall Bathroom Remodel (like for like)",Finaled,"4243 TERRA GRANADA DR, 2B, WALCR CA 94595",328,2026-07-18T08:40:25.440111
3927,B260017,01/05/2026,"Building New Construction, Additions, Alterations or Sign","Kitchen remodel with appliances: Master Bathroom/Guest bathroom remodel: install LVT in both bathrooms: LVT in laundry room; Update all electrical: install carpet for carpet",Finaled,"5401 TERRA GRANADA DR, 1B, WALCR CA 94595",328,2026-07-18T08:40:25.440111
3919,B260009,01/05/2026,"Building New Construction, Additions, Alterations or Sign","Family bathroom remodel like for like. Keep existing bathtub.",Finaled,"3060 DIABLO SHADOW DR, WALCR CA 94598",327,2026-07-18T08:40:23.777561
3905,B260021,01/06/2026,"Building New Construction, Additions, Alterations or Sign","Remodel the bathrooms, Install new flooring, Install new lighting.",Finaled,"1840 TICE CREEK DR, 2206, WALCR CA 94595",326,2026-07-18T08:40:22.044354
3897,B260018,01/06/2026,"Building New Construction, Additions, Alterations or Sign","Bathroom remodel like to like no structural changes",Issued,"8 SAN BENITO CT, WALCR CA 94598",325,2026-07-18T08:40:20.576214
3885,B260029,01/07/2026,"Building New Construction, Additions, Alterations or Sign","Two like for like nonstructural bathroom remodels.",Finaled,"735 TERRA CALIFORNIA DR, 4, WALCR CA 94595",324,2026-07-18T08:40:18.831669
3872,B260027,01/07/2026,"Building New Construction, Additions, Alterations or Sign","FULL BATHROOM REMODEL",Issued,"1836 STANLEY DOLLAR DR, 1B, WALCR CA 94595",323,2026-07-18T08:40:16.426373
3871,B260025,01/07/2026,"Building New Construction, Additions, Alterations or Sign","Kitchen remolding like for like including demolishing existing cabinet and plumbing fixtures, reusing existing appliances and adding new cabinets and plumbing fixtures, this include update then new lighting on the kitchen. Upstairs bathroom remodeling existing bathroom like for like .",Issued,"1475 QUAIL VIEW CIR, WALCR CA 94597",323,2026-07-18T08:40:16.426373
3869,B260028,01/07/2026,"Building New Construction, Additions, Alterations or Sign","Kitchen Remodel (like for like)",Finaled,"1871 CANNON DR, WALCR CA 94597",323,2026-07-18T08:40:16.426373
3862,B260032,01/08/2026,"Building New Construction, Additions, Alterations or Sign","Like for like bathroom remodel and kitchen remodel Demo drop beam and install flush beam Kitchen cabinets and flooring",Finaled,"304 BOCA RATON CT, WALCR CA 94598",322,2026-07-18T08:40:14.271952
3854,B260034,01/09/2026,"Building New Construction, Additions, Alterations or Sign","Kitchen Remodel: Demo and dispose of cabinets and countertops. Install new cabinets and countertops. Relocate kitchen sink with new vent loop. Verify all appliances have dedicated circuits. Upgrade can lights to LED.",Finaled,"1005 CAMINO VERDE CR CIR, WALCR CA 94597",322,2026-07-18T08:40:14.271952
3849,P26001,01/09/2026,"Pool or Spa - New, Remodel or Demolition","ADDITION OF PREFABRICATED SPA AND SUPPORT SLAB IN REAR YARD.","Conditionally Approved","141 NORLYN DR, WALCR CA 94596",321,2026-07-18T08:40:12.087548
3822,B260044,01/12/2026,"Building New Construction, Additions, Alterations or Sign","Foundation repair using 2 Helical Piers, and 2 Push Piers",Issued,"129 TORREY PINE CT, WALCR CA 94598",319,2026-07-18T08:40:08.646017
3796,R26018,01/13/2026,"Building Revision to Issued Permit","Addition of a 1-Hour Fire-Rated Enclosure for the Home Hydrant Tank. Mechanical equipment (water heater, condenser, and electrical panel) has been relocated to accommodate the tank enclosure. REVISION to B241737","Revision Issued","1571 1ST AVE, A, WALCR CA 94597",317,2026-07-18T08:40:05.233702
3794,B260049,01/13/2026,"Building New Construction, Additions, Alterations or Sign","DEMOLITION AND CONSTRUCTION OF 550 SF DRIES VAN NOTEN VENDOR SHOP SECOND FLOOR OF AN EXISTING NORDSTROM DEPARTMENT STORE, INLCUDING NEW INTERIOR FINISHES AND FIXTURES, AND NON-STRUCTURAL PARTITIONS. SCOPE ALSO INCLUDES ELECTRICAL, MECHANICAL AND FIRE PROTECTION SYSTEMS AS RELATED TO THE REMODELED SPACE. .",Finaled,"1200 BROADWAY PZ, WALCR CA 94596",317,2026-07-18T08:40:05.233702
3793,B260050,01/13/2026,"Building New Construction, Additions, Alterations or Sign","Foundation Repair (Apt #A)","Conditionally Approved","1766 CAMINO VERDE, WALCR CA 94597",317,2026-07-18T08:40:05.233702
3775,B260054,01/14/2026,"Building New Construction, Additions, Alterations or Sign","2 bathroom remodel, 11 led lights, 3 exhaust fans 5 Ceiling lights. 2 Chandeliers, Subpanel upgrade 100 Amp to 125 Amps. REVISION: R26084",Finaled,"248 DANTLEY WY WAY, WALCR CA 94598",315,2026-07-18T08:40:01.571199
3773,B260056,01/14/2026,"Building New Construction, Additions, Alterations or Sign","INTERIOR KITCHEN AND BATHROOM REMODEL, INSTALL (2) ELECTRIC FIREPLACES.",Issued,"1101 SINGINGWOOD CT, 4, WALCR CA 94595",315,2026-07-18T08:40:01.571199
3749,M260055,01/15/2026,"Mechanical, Electrical, or Plumbing Only","Demo master bath tub/shower pan and walls.  Waterproof shower pan system.  Install new floor and wall tile, new shower valve, ADU bars, new exhaust fan, and drywall texture and paint.",Void,"1705 PTARMIGAN DR, 1B, WALCR CA 94595",313,2026-07-18T08:39:58.102159
3742,B260062,01/15/2026,"Building New Construction, Additions, Alterations or Sign","like for like guest bathroom remodel",Finaled,"342 EL DIVISADERO AV AVE, WALCR CA 94598",312,2026-07-18T08:39:56.209240
3734,R26023,01/16/2026,"Building Revision to Issued Permit","Revisions plans related to building footprint relocation, structural foundation details, and Electrical plans - REVISION TO B250919","Revision Issued","2006 SAN MIGUEL DR, A, WALCR CA 94596",312,2026-07-18T08:39:56.209240
3733,B260064,01/16/2026,"Building New Construction, Additions, Alterations or Sign","bathroom remodel new shower, install new vanity, install new toilet, install new fan, install new tile, install new light fixtures and paint.",Finaled,"165 TARTAN CT, WALCR CA 94598",312,2026-07-18T08:39:56.209240
3730,B260065,01/16/2026,"Building New Construction, Additions, Alterations or Sign","This scope of work covers a full interior renovation including a complete kitchen remodel, renovation of existing bathrooms, construction of a new bathroom addition, installation of new washer and dryer utilities, installation of all new bronze-finish windows, and upgrades to lighting, electrical, and plumbing systems throughout the unit.",Finaled,"1916 GOLDEN RAIN RD, 3, WALCR CA 94595",311,2026-07-18T08:39:54.217439
3727,B260067,01/16/2026,"Building New Construction, Additions, Alterations or Sign","Interior bathroom remodel within the footprint of the existing bathroom. No exterior changes, no wall/door changes. Existing fixtures to be replaced with new - no added fixtures. Construction Type VA fully sprinklered.",Finaled,"2881 SAKLAN INDIAN DR, WALCR CA 94595",311,2026-07-18T08:39:54.217439
3698,B260076,01/20/2026,"Building New Construction, Additions, Alterations or Sign","Primary bathroom remodel, like for like on second floor. Replace shower, install new tub, wall and floor tile. No vanity or electrical.",Finaled,"402 FENWAY DR, WALCR CA 94598",309,2026-07-18T08:39:50.854516
3694,B260077,01/20/2026,"Building New Construction, Additions, Alterations or Sign","Kitchen Remodel. No floor plan changes, like for like replacement. Replace cabinets, counters, sink, ovens, and hood. Keeping existing dishwasher and refrigerator. Relocate 7 counter outlets, add 5 new circuits, and add 6 LED under cabinet lights. Floors remain.",Finaled,"2551 OVERLOOK DR, WALCR CA 94597",308,2026-07-18T08:39:49.180054
3691,B260078,01/20/2026,"Building New Construction, Additions, Alterations or Sign","Kitchen: Remove existing cabinetry, update lights and electrical to code, install new cabinets, countertops and appliances. Bathrooms: Frame new bathroom as per plans and remodel existing bathroom, install new lights and update electrical to code, adjust plumbing, waterproof and tile around showers, install vanities and accessories. Others: Install lights as per plan, install electrical fireplace, replace windows and sliding balcony door with new, same size, replace front door and interior doors, install laminate floors, paint interior and exterior where needed.",Finaled,"3033 GOLDEN RAIN RD, 4, WALCR CA 94595",308,2026-07-18T08:39:49.180054
3687,M260075,01/20/2026,"Mechanical, Electrical, or Plumbing Only","Upgrading electrical panel from 100 to 400amp THERE WILL BE 1 PANEL WITH 3 METERS FOR 3 BUILDINGS- THE MAIN HOUSE & TWO ADU BUILDINGS.",Issued,"2231 BUENA VISTA AV AVE, WALCR CA 94597",308,2026-07-18T08:39:49.180054
3685,B260085,01/20/2026,"Building New Construction, Additions, Alterations or Sign","Partial kitchen remodel: replace kitchen countertops, faucet and sink. Replace existing ceiling can lights and under cabinet lighting, remove kitchen soffit, replace kitchen floor.",Finaled,"1216 OAKMONT DR, 4, WALCR CA 94595",308,2026-07-18T08:39:49.180054
3681,B260087,01/20/2026,"Building New Construction, Additions, Alterations or Sign","Interior bathroom remodel of three bathrooms","With Customer for Response","3383 CHAMBERLAIN CT, WALCR CA 94598",307,2026-07-18T08:39:47.534790
3673,B260079,01/20/2026,"Building New Construction, Additions, Alterations or Sign","Scope of Work: Like-for-like kitchen remodel Like-for-like master bathroom remodel Like-for-like hallway bathroom remodel Like-for-like half bathroom remodel Electrical rewire throughout the residence Replace drywall throughout the residence",Issued,"2145 STEWART AV AVE, WALCR CA 94596",307,2026-07-18T08:39:47.534790
3664,B260089,01/21/2026,"Building New Construction, Additions, Alterations or Sign","Kitchen and 2 bath remodels. Demo to studs. Replace with all new materials - updated electrical and plumbing. No changes in existing locations of fixtures - no structural changes. See uploaded drawings. REVISION UNDER R26080",Issued,"2338 LARKEY LN, WALCR CA 94597",306,2026-07-18T08:39:45.836703
3649,B260090,01/21/2026,"Building New Construction, Additions, Alterations or Sign","Hall bathroom remodel like for like with no alterations or changes. Install recessed lighting in living room, office, second bedroom. install 3 exterior lights. Install baseboard in bedroom.",Issued,"5357 TERRA GRANADA DR, 1A, WALCR CA 94595",305,2026-07-18T08:39:44.146911
3627,B260093,01/22/2026,"Building New Construction, Additions, Alterations or Sign","Relocate and remodel hall bath and laundry. Replace water heater in existing location.",Finaled,"2255 WALNUT BL BLVD, WALCR CA 94597",303,2026-07-18T08:39:40.808652
3625,M260095,01/22/2026,"Mechanical, Electrical, or Plumbing Only","Like to Like Kitchen Remodel Like to like guest bathroom remodel Master bathroom see plan set attached, the vanity location will turn and a second sink will be added Like to like homes flooring install Master bedroom closet expasion + relocation of doorways",Void,"1315 ALMA AVE, 354, WALCR CA 94596",303,2026-07-18T08:39:40.808652
3620,S26009-E,01/22/2026,"Solar System - Residential","ONLINE - Removal and Reinstall of 15 existing solar panels. (No additional/new equipment will be installed) Please note that the removal and reinstallation is for reroofing purposes only. All equipment shall be reinstalled in the same manner as it was prior to removal.",Finaled,"2380 OVERLOOK DR, WALCR CA 94597",302,2026-07-18T08:39:39.076325
3608,B260097,01/23/2026,"Building New Construction, Additions, Alterations or Sign","INTERIOR REMODELING alter and upgrade existing bathroom and add a second bathroom, remove existing kitchen cabinets and appliances, provide new cabinets, countertops and more energy efficient appliances. Remove existing light fixtures and electrical outlets and install all LED lighting and outlets. all windows will be upgraded to new double pain windows. New painting and flooring. No mechanical work will be conducted",Issued,"1221 OAKMONT DR, WALCR CA 94595",301,2026-07-18T08:39:36.694981
3606,B260100,01/24/2026,"Building New Construction, Additions, Alterations or Sign","Add shear walls, repair exterior and interior foundation, repair garage floor slab, repair reinforced concrete driveway and add walkway.",Issued,"2338 LARKEY LN, WALCR CA 94597",301,2026-07-18T08:39:36.694981
3605,B260101,01/24/2026,"Building New Construction, Additions, Alterations or Sign","Add additional LED recessed lights in the living room, kitchen, dining and entryway. Remove wet bar and the non load bearing wall in the dining area. Lower raised floor at the entry along with the front door and closet door, reframing as necessary.",Finaled,"556 HEATHER GROVE CT, WALCR CA 94598",301,2026-07-18T08:39:36.694981
3604,M260098,01/24/2026,"Mechanical, Electrical, or Plumbing Only","Add branch circuit to existing panel to serve ADU (B250022) attached to existing house",Finaled,"151 SHADY LN, WALCR CA 94597",301,2026-07-18T08:39:36.694981
3603,B260102,01/24/2026,"Building New Construction, Additions, Alterations or Sign","Kitchen: remodel like for like adding 6 recess lights instead of existing florescent light Bathroom: replace vanity, toilet, fan and light",Finaled,"460 CIVIC N DR, 106, WALCR CA 94596",301,2026-07-18T08:39:36.694981
3598,B260105,01/25/2026,"Building New Construction, Additions, Alterations or Sign","Remodel kitchen. Relocate sub panel inside closet to adjacent wall. Kitchen bay window to be removed and replaced in kind with standard dual window. Exterior door to be replaced and one sidelite to be removed.",Issued,"3061 AVELLANO DR, WALCR CA 94598",300,2026-07-18T08:39:35.199095
3581,B260111,01/26/2026,"Building New Construction, Additions, Alterations or Sign","2 Bathroom Remodels Guest Bathroom is like to like Master Bathroom will relocate the vanity, see plan set attached LVP flooring install like to like Carpet install like to like Expanding closet for Master bedroom, see plans. Relocating doorways in master Closet/ bedroom, see plans. Like to like kitchen remodel",Finaled,"1315 ALMA AVE, 354, WALCR CA 94596",299,2026-07-18T08:39:33.477643
3578,B260112,01/26/2026,"Building New Construction, Additions, Alterations or Sign","Revision to Permit B250206 to alter windows and one door; original scope, detached ADU",Void,"190 RUDGEAR DR, WALCR CA 94596",299,2026-07-18T08:39:33.477643
3543,B260117,01/27/2026,"Building New Construction, Additions, Alterations or Sign","1/2 bathroom addition including a new vanity and vanity light, new toilet, light over toilet, exhaust vented fan, 1 GFI outlet, double switch, construct new wall(s) to define the half bathroom layout, relocate the existing bedroom entry door approximately 12 inches to one side, frame new bathroom door opening, and build a new closet along the side wall adjacent to the half bath. New tile, carpet, paint, baseboards.",Finaled,"2308 PINE KNOLL DR, 3, WALCR CA 94595",296,2026-07-18T08:39:28.192233
3537,M260118-E,01/27/2026,"Residential Electrical: Electrical Panel or Sub-Panel Replacement or Upgrade Panel ONLY (not exceeding 200amps & no relocation)","MSP upgrade for ADU B241531 100 amp to 200 amp",Finaled,"2473 ENCINAL DR, WALCR CA 94597",295,2026-07-18T08:39:26.703542
3534,B260120,01/28/2026,"Building New Construction, Additions, Alterations or Sign","Provide seismic strengthening in accordance with California Existing Building Code, Chapter A3. Work to include bolting structure to foundation, new braced plywood panels at cripple walls, shear transfer ties at top plates, inspection holes at panels.",Finaled,"3 VISTA HERMOSA, WALCR CA 94597",295,2026-07-18T08:39:26.703542
3532,B260123,01/28/2026,"Building New Construction, Additions, Alterations or Sign","TWO BATH REMODELS: Replace all bath fixtures like for like. Tubs, vanities, tile flooring, fans, valves and toilets at primary and hall bathroom.",Issued,"951 CHEYENNE DR, WALCR CA 94598",295,2026-07-18T08:39:26.703542
3512,B260125,01/29/2026,"Building New Construction, Additions, Alterations or Sign","Add new foundation against existing concrete block pair of chimney wall (north side) to improve the foundation bearing. Also provide brace at the interior of the chimney to provide lateral support against earthquake. No change of esthetics.",Finaled,"2033 CAMEL LN, WALCR CA 94596",293,2026-07-18T08:39:23.181300
3511,B260126,01/29/2026,"Building New Construction, Additions, Alterations or Sign","Hall Bathroom Remodel in place. Fireplace alteration from wood burning to new gas fireplace insert in place. Replace x5 Windows and x3 Exterior Doors in place using existing headers. No structural alterations.",Issued,"2614 LARIAT LN, WALCR CA 94596",293,2026-07-18T08:39:23.181300
3510,R26039,01/29/2026,"Building Revision to Issued Permit","Revisions were made to the structural plans due to the contractor discovering that the existing structure is supported on a pier and grade beam foundation and not a spread footing. The new addition portion of the structure has now been designed to be supported on a pier and grade beam foundation to match the existing as best as possible. Delta 2 structural plans and calculations dated 01/28/2026 showing the updates are provided. - REVISIONS TO B251278","Revision Issued","3614 MAHOGANY CT, WALCR CA 94598",293,2026-07-18T08:39:23.181300
3509,B260127,01/29/2026,"Building New Construction, Additions, Alterations or Sign","Addition of new Master Bath; Interior remodel, replacement of windows and doors, addition of new bedroom suite; construction of new concrete patios and associated landscape improvements.","With Customer for Response","1515 HOMESTEAD AV AVE, WALCR CA 94598",293,2026-07-18T08:39:23.181300
3478,B260132,01/30/2026,"Building New Construction, Additions, Alterations or Sign","T.I. FOR ROWAN - Tenant interior remodel in shopping center space, including: demolition of existing tenant fit out and storefront finishes; installation of new non-load bearing partitions for new layout; new ceiling and lighting; new floor and wall finishes; new fixtures; and new storefront finishes.","Conditionally Approved","146 BROADWAY LN, WALCR CA 94596",290,2026-07-18T08:39:18.265810
3463,B260133,01/30/2026,"Building New Construction, Additions, Alterations or Sign","Bathroom remodel, replacing standing shower with bathtub. Replace laminate vanity countertop with stone. No structural changes. Add LED, recessed downlighting.",Issued,"1759 CRESCENT DR, WALCR CA 94598",289,2026-07-18T08:39:16.575893
3454,B260134,02/01/2026,"Building New Construction, Additions, Alterations or Sign","Build a new 748 sf 2 bed 1 bath detached ADU with full kitchen. ADU will be on a slab foundation with truss roof framing. Tie into existing electrical drop with new meter for the ADU, upgrade the main electrical panel to 300 amps. Tie into the existing water service under the same meter. Tie into existing private sewer lateral. Provide new photovoltaic system.",Issued,"2488 ENCINAL DR, WALCR CA 94597",288,2026-07-18T08:39:14.878690
3421,R26046,02/03/2026,"Building Revision to Issued Permit","The electrical line from the ADU to the house was added in the drawing. The breaker box was positioned correctly in the drawing. In the kitchenette, the stove top was swapped out for a self venting microwave/convection oven. Finally, 2 concrete pads that were to the right side and in the back of the ADU were added. - REVISION TO B220430",Void,"125 ROCK OAK CT, WALCR CA 94598",286,2026-07-18T08:39:11.519365
3412,B260147,02/03/2026,"Building New Construction, Additions, Alterations or Sign","Remodel in kitchen & family room. - Removal and/or modification of existing non-interior walls at the Kitchen and Family Room - Construction of new interior walls where indicated - Infill of existing openings as noted on plans - Associated architectural improvements to support the revised floor plan",Issued,"2877 LARKEY LN, WALCR CA 94597",285,2026-07-18T08:39:10.077204
3404,B260148,02/03/2026,"Building New Construction, Additions, Alterations or Sign","Steps remaining to complete permit number B250719. 1. Two curbless showers (floor to slope 1/4 inch per foot towards the drain) 2. Shear wall Previous permit was locked and Top Remodeling & Design is refusing to transfer the permit after getting fired for non compliance work. Spoke with Dale in detail on February 3, 2026.",Issued,"20 JEROME CT, WALCR CA 94596",284,2026-07-18T08:39:08.537002
3345,M260202,02/04/2026,"Mechanical, Electrical, or Plumbing Only","Tankless install that comes with 20ft of gas line installed. Tankless water heaters demand a dedicated line. This is for an additional 60ft of gas which totals 80ft of gas total. Material will be in trac pipe or galvanized. Pipe will be strapped according to code. NFP-240A2 with recirculating pump",Finaled,"334 BOCA RATON CT, WALCR CA 94598",279,2026-07-18T08:38:59.943293
3330,B260159,02/05/2026,"Building New Construction, Additions, Alterations or Sign","BATHROOM REMODEL: Install tile shower pan, tile floor, tile wall surround, 2x light fixtures, 2x led recessed can lights, marble countertop, faucet, shower valve and trim, shower door, baseboards, sheetrock, wall paper, paint ceiling, Panasonic exhaust fan, toilet, GFCI outlet, vacancy switch, humidity switch, Hardibacker board, and dense shield and plywood.",Finaled,"2846 SAKLAN INDIAN DR, WALCR CA 94595",278,2026-07-18T08:38:58.467221
3329,B260160,02/05/2026,"Building New Construction, Additions, Alterations or Sign","Interior bathroom remodel including demolition of existing finishes and removal of non-load-bearing walls.",Issued,"1175 CALDER LN, WALCR CA 94598",278,2026-07-18T08:38:58.467221
3310,B260161,02/06/2026,"Building New Construction, Additions, Alterations or Sign","CONVERSION OF UPPER LEVEL PORTION OF HOUSE TO 424 SF JUNIOR ADU; REMODEL LIMITED TO ADDITION OF KITCHEN AND LAUNDRY HOOKUP & EXHAUST FAN. NO PROPOSED EXTERIOR WORK.",Finaled,"1770 ALMOND AV, B, WALCR CA",276,2026-07-18T08:38:55.457162
3305,B260164,02/06/2026,"Building New Construction, Additions, Alterations or Sign","PRIMARY BEDROOM ADDITION AND TV ROOM ADDITION TO EXISTING RESIDENCE",Issued,"18 CARLOS CT, WALCR CA 94597",276,2026-07-18T08:38:55.457162
3292,B260169,02/09/2026,"Building New Construction, Additions, Alterations or Sign","KITCHEN AND HALL BATH REMODEL",Finaled,"1315 ALMA AVE, 463, WALCR CA 94596",275,2026-07-18T08:38:53.800962
3281,S26019-E,02/09/2026,"Solar System - Residential","ONLINE - Install 15 solar panels on a new 1000 sq ft detached ADU",Approved,"432 GRAND OAK CT, WALCR CA 94598",274,2026-07-18T08:38:51.652562
3272,B260176,02/10/2026,"Building New Construction, Additions, Alterations or Sign","Install gas cooktop and electric oven (remodel under B260061).",Finaled,"2816 SAKLAN INDIAN DR, WALCR CA 94595",273,2026-07-18T08:38:49.918446
3271,B260177,02/10/2026,"Building New Construction, Additions, Alterations or Sign","TWO BATHROOM REMODELS: Convert existing tub to a walk in shower; provide and install new drywall to the right of the tub closing off into two separate bathrooms; like for like remodel on materials; upgrade plumbing and electrical to code.",Finaled,"1743 CARMEL DR, 12A, WALCR CA 94596",273,2026-07-18T08:38:49.918446
3249,R26055,02/11/2026,"Building Revision to Issued Permit","Additional unistrut support detail for our drawing set, includes structural calculations. - REVISION TO B241425","Revision Issued","2401 SHADELANDS DR, WALCR CA 94598",271,2026-07-18T08:38:46.223826
3247,B260189,02/11/2026,"Building New Construction, Additions, Alterations or Sign","Remodel the bathrooms. Remodel the kitchen. Replace windows.",Issued,"3108 ROSSMOOR PKWY, 2, WALCR CA 94595",271,2026-07-18T08:38:46.223826
3221,B260192,02/12/2026,"Building New Construction, Additions, Alterations or Sign","Hallway Bathroom Remodel: Tub To Shower Remodel. Demo tub area, install shower base, upgrade shower walls and plumbing fixtures, install shower door. Install Panasonic fan with light.",Finaled,"3237 INVERNESS DR, WALCR CA 94598",269,2026-07-18T08:38:43.651770
3210,B260191,02/12/2026,"Building New Construction, Additions, Alterations or Sign","Kitchen remodel like to like Change the water tank to a tankless one",Issued,"1963 DORA AV AVE, WALCR CA 94596",268,2026-07-18T08:38:41.842930
3197,B260200,02/13/2026,"Building New Construction, Additions, Alterations or Sign","REMODEL & ADDITION",Issued,"2614 GRANDE CAMINO, WALCR CA 94598",267,2026-07-18T08:38:39.913475
3183,B260206,02/16/2026,"Building New Construction, Additions, Alterations or Sign","KITCHEN REMODEL: NEW CABINETS, PLUMBING, ELECTRICAL FIXTURES, AND UPGRADE PG&E ELECTRICAL SERVICE WITH A 400 AMP UNDERGROUND FEED METER AND ADD A NEW SPAN SMART SUBPANEL. REMOVE AND REPLACE WINDOWS, REPLACE SLIDING DOOR WITH HINGED DOOR",Issued,"2426 BELFORD DR, WALCR CA 94598",266,2026-07-18T08:38:38.463311
3162,B260208,02/17/2026,"Building New Construction, Additions, Alterations or Sign","Apartment Remodel - Remodel the bathrooms - Remodel the kitchen - Replace the flooring - Replace the sliding doors and windows",Issued,"2666 SAKLAN INDIAN DR, 2, WALCR CA 94595",264,2026-07-18T08:38:35.141204
3160,B260210,02/17/2026,"Building New Construction, Additions, Alterations or Sign","Remodel kitchen & bathrooms, like for like remodel. Replace 100 AMP sub panel and add recessed lighting.",Issued,"4009 TERRA GRANADA DR, 1B, WALCR CA 94595",264,2026-07-18T08:38:35.141204
3158,B260211,02/17/2026,"Building New Construction, Additions, Alterations or Sign","Convert Existing 2 car garage of 495 SF into a JADU.","Pending Payment","113 ROCK OAK CT, WALCR CA 94598",264,2026-07-18T08:38:35.141204
3157,B260212,02/17/2026,"Building New Construction, Additions, Alterations or Sign","RETROACTIVE (SEE B200048) - TOTAL INTERIOR REMODEL, WINDOWS, KITCHEN, BATHS, AND WATER HEATER.",Issued,"2109 SKYCREST DR, 7, WALCR CA 94595",264,2026-07-18T08:38:35.141204
3151,B260216,02/17/2026,"Building New Construction, Additions, Alterations or Sign","Bathroom Remodel: Rip and replace shower surround, flooring, vanity, counter top, add can lights.",Issued,"2487 LARKEY LN, WALCR CA 94597",263,2026-07-18T08:38:33.444907
3150,B260217,02/17/2026,"Building New Construction, Additions, Alterations or Sign","Kitchen remodel: new cabinets, counter tops, new appliances, and new ceiling lights; removal of non load bearing wall.",Finaled,"810 FOX GLEN PL, WALCR CA 94598",263,2026-07-18T08:38:33.444907
3149,B260218,02/17/2026,"Building New Construction, Additions, Alterations or Sign","Remodel an existing bathroom: existing bathroom finishes will be demolished down to wall studs. No structural modifications. No changes to room size or layout. Work includes removal and replacement of existing bathtub, toilet, vanity, and sink in the same existing locations (like-for-like). Replace existing shower valve with new code compliant pressure balanced valve in the same location. No plumbing lines, drains, or vents will be relocated. Install new moisture-resistant drywall on walls and ceiling. Install new cement board and approved waterproofing system at tub/shower surround. Install new wall tile at tub/shower area and install new flooring. Replace light fixture, install/replace GFCI receptacle as required, and installed a new exhaust fan. Install retrofitted windows on same location in bathroom and also in living room.",Issued,"1504 CARMEL DR, WALCR CA 94596",263,2026-07-18T08:38:33.444907
